Sample_file	Query_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Naive_ANI	ANI_5-95_percentile	Eff_cov	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Contig_name
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_002968995.1_genomic.fna.gz	0.0172	0.0300	96.93	89.60	95.96-97.74	0.089	0.089	0.07-0.12	1	1.059	778/23380	NZ_PUWT01000001.1 Photorhabdus luminescens strain H1 H1_C1, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_000148935.1_genomic.fna.gz	0.0147	0.0221	97.66	90.00	96.87-98.65	0.076	0.076	0.05-0.10	1	1.163	793/20785	NC_014562.1 Pantoea vagans C9-1, complete genome
species96/species96_9_R1.fq.gz	release89/bacteria/GB_GCA_003453535.1_genomic.fna.gz	0.0137	0.0094	96.69	88.75	95.20-98.68	0.071	0.071	0.03-0.11	1	1.030	235/9503	UBA7930_contig_6303
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_003248275.1_genomic.fna.gz	0.0133	0.0278	97.78	89.66	97.07-98.76	0.069	0.069	0.05-0.09	1	1.030	996/29307	NZ_QKWW01000001.1 Paenibacillus silvae strain NC2 D70275-04_R2_contig_1, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_002878475.1_genomic.fna.gz	0.0097	0.0157	98.27	89.31	97.06-99.67	0.050	0.050	0.03-0.07	1	1.069	677/22515	NZ_NRDP01000001.1 Dyella sp. AD56 DyAD56_1, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_000179255.1_genomic.fna.gz	11.4650	7.3686	97.74	97.74	NA-NA	52.000	HIGH	NA-NA	52	50.570	5145/10454	NZ_ADXM01000078.1 Synechococcus sp. CB0205 contig07089, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_000747345.1_genomic.fna.gz	9.0397	8.1923	96.73	96.73	NA-NA	41.000	HIGH	NA-NA	41	39.232	4936/13826	NZ_CP008855.1 Bacillus sp. X1(2014), complete genome
species96/species96_10_R1.fq.gz	release89/bacteria/GB_GCA_002282595.1_genomic.fna.gz	5.9530	4.9625	96.70	96.70	NA-NA	27.000	HIGH	NA-NA	27	26.458	4798/13594	NCJV01000282.1 Pseudomonas sp. 34-62-33 04302015_34_scaffold_10000, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_000717055.1_genomic.fna.gz	5.2915	12.7890	95.77	95.77	NA-NA	24.000	HIGH	NA-NA	24	22.207	10361/39585	NZ_JNXI01000001.1 Streptomyces iakyrus strain NRRL ISP-5482 contig1.1, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_000187445.1_genomic.fna.gz	5.0711	2.8768	98.51	98.51	NA-NA	23.000	HIGH	NA-NA	23	20.903	5605/8933	NZ_GL698449.1 Streptococcus sp. C150 supercont1.1, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_001648435.1_genomic.fna.gz	4.8506	2.4545	97.06	97.06	NA-NA	22.000	HIGH	NA-NA	22	22.040	3242/8165	NZ_LXSP01000001.1 Eikenella sp. NML120348 Eiksp_contig000001, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_000477555.1_genomic.fna.gz	4.6301	3.4025	97.33	97.33	NA-NA	21.000	HIGH	NA-NA	21	20.773	5188/11998	NZ_ATIA01000207.1 Leifsonia rubra CMS 76R Leifsonia_rubra_contig_181, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/GB_GCA_002420265.1_genomic.fna.gz	4.4096	4.3444	96.22	96.22	NA-NA	20.000	HIGH	NA-NA	20	19.961	4810/15898	DIHR01000256.1 TPA_asm: Opitutales bacterium UBA5691 UBA5691_contig_100099, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_002850435.1_genomic.fna.gz	3.5277	3.1161	96.64	96.64	NA-NA	16.000	HIGH	NA-NA	16	16.211	4899/14154	NZ_CP021114.1 Rhodobacteraceae bacterium strain G7 chromosome, complete genome
species96/species96_10_R1.fq.gz	release89/bacteria/GB_GCA_002690585.1_genomic.fna	2.6458	0.4571	95.62	95.62	NA-NA	12.000	HIGH	NA-NA	12	11.405	671/2686	NZFG01000001.1 Pelagibacteraceae bacterium isolate MED724 127, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_000518405.1_genomic.fna.gz	2.4253	1.8609	97.94	97.94	NA-NA	11.000	HIGH	NA-NA	11	10.939	6561/12510	NZ_JADN01000003.1 Tenacibaculum sp. 47A_GOM-205m N534DRAFT_scaffold00001.1_C, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_900206255.1_genomic.fna.gz	2.2048	5.9570	96.49	96.49	NA-NA	10.000	HIGH	NA-NA	10	10.434	14433/43762	NZ_OAOJ01000010.1 Streptomyces sp. TLI_55, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/GB_GCA_900468705.1_genomic.fna.gz	2.2048	2.8548	96.27	96.27	NA-NA	10.000	HIGH	NA-NA	10	10.120	6514/21162	UBUV01000071.1 Rhizobiales bacterium isolate AFS040004 genome assembly, contig: contig_71, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_001619605.1_genomic.fna.gz	1.7638	2.6396	96.93	96.93	NA-NA	8.000	HIGH	NA-NA	8	8.540	9258/24313	NZ_LQQV01000001.1 Brevibacillus parabrevis strain CN1 contig_1, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_000025205.1_genomic.fna	1.5434	0.6610	96.03	96.03	NA-NA	7.000	HIGH	NA-NA	7	6.704	1977/6940	NC_013721.1 Gardnerella vaginalis 409-05, complete genome
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_000758545.1_genomic.fna.gz	1.5434	2.7649	95.39	95.39	NA-NA	7.000	HIGH	NA-NA	7	7.070	6653/28771	NZ_CP009279.1 Paenibacillus sp. FSL H7-0737, complete genome
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_000813765.1_genomic.fna.gz	1.5434	1.3926	95.89	95.89	NA-NA	7.000	HIGH	NA-NA	7	7.080	4003/14681	NZ_JWSY01000001.1 Brevundimonas nasdae strain TPW30 Contig_1, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_000735435.1_genomic.fna.gz	1.3229	1.9854	96.15	96.15	NA-NA	6.000	HIGH	NA-NA	6	6.198	7258/24525	NZ_JMPP01000001.1 Raoultella planticola ATCC 33531 GRPL.assembly.01, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_003086795.1_genomic.fna.gz	1.1024	1.3342	96.08	96.08	NA-NA	5.000	HIGH	NA-NA	5	5.191	5695/19643	NZ_CP026003.1 Stenotrophomonas sp. SAU14A_NAIMI4_5 chromosome
species96/species96_10_R1.fq.gz	release89/bacteria/GB_GCA_900066445.1_genomic.fna.gz	1.1024	1.0549	97.74	97.74	NA-NA	5.000	HIGH	NA-NA	5	5.326	7620/15457	FMDY01000048.1 uncultured Bacteroides sp. isolate 2789STDY5834843 genome assembly, contig: SCcontig000048, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_000318135.1_genomic.fna.gz	1.1024	0.8201	97.88	97.88	NA-NA	5.000	HIGH	NA-NA	5	5.176	6346/12338	NZ_KB290817.1 Corynebacterium durum F0235 Scfld0, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/GB_GCA_002816355.1_genomic.fna.gz	0.8819	0.3620	97.69	97.69	NA-NA	4.000	HIGH	NA-NA	4	3.971	3250/6703	MUCS01000001.1 SAR202 cluster bacterium Io17-Chloro-G5 DeepMed-Io17-C1001, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_000381005.1_genomic.fna.gz	0.8819	0.6279	95.56	95.56	NA-NA	4.000	HIGH	NA-NA	4	3.824	2779/11353	NZ_KB908379.1 Selenomonas bovis DSM 23594 F599DRAFT_scaffold00001.1, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_000963275.1_genomic.fna.gz	0.8819	0.4900	96.75	96.75	NA-NA	4.000	HIGH	NA-NA	4	4.094	3240/9015	NZ_JYOW01000001.1 Streptococcus parasanguinis strain MGH413 TZ97_contig000001, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_002976475.1_genomic.fna.gz	0.8819	1.3723	97.40	97.40	NA-NA	4.000	HIGH	NA-NA	4	3.810	11232/25433	NZ_PDET01000010.1 Pantoea coffeiphila strain 342 NODE_10_length_178855_cov_199.961, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_000722815.1_genomic.fna.gz	0.8819	0.4513	96.00	96.00	NA-NA	4.000	HIGH	NA-NA	4	4.517	2304/8174	NZ_JPFT01000001.1 Streptococcus mitis strain SK1126 gsmSK1126.contig.0_1, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_002210235.1_genomic.fna.gz	0.6614	0.9844	97.19	97.19	NA-NA	3.000	HIGH	NA-NA	3	2.911	9956/24085	NZ_LIAC01000001.1 Flavobacterium sp. NLM contig01, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_001860525.1_genomic.fna.gz	0.6614	1.2927	97.15	97.15	NA-NA	3.000	HIGH	NA-NA	3	3.258	12986/31783	NZ_JFOM01000001.1 Paenibacillus sp. LC231 NODE_106_length_695_cov_204.884_ID_211, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_003224455.1_genomic.fna.gz	0.6614	1.2451	95.97	95.97	NA-NA	3.000	HIGH	NA-NA	3	3.208	8597/30737	NZ_PRLG01000005.1 Paenibacillus illinoisensis strain E3 NODE_10_length_98758_cov_272.821777, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_003024955.1_genomic.fna.gz	0.6614	0.5311	97.58	97.58	NA-NA	3.000	HIGH	NA-NA	3	3.513	6154/13138	NZ_NWTW01000010.1 Bifidobacterium callitrichos strain UMA51804 NODE_10_length_82885_cov_187.937, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_000472945.1_genomic.fna.gz	0.6614	1.3491	96.36	96.36	NA-NA	3.000	HIGH	NA-NA	3	3.464	10411/32831	NZ_AXAT01000001.1 Bradyrhizobium japonicum USDA 135 YUQDRAFT_scaffold_0.1_C, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_000318175.2_genomic.fna.gz	0.6614	0.4176	97.57	97.57	NA-NA	3.000	HIGH	NA-NA	3	2.895	4798/10284	NZ_KB290925.1 Selenomonas sp. oral taxon 138 str. F0429 Scfld118, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_000244815.1_genomic.fna.gz	0.6614	0.7572	96.26	96.26	NA-NA	3.000	HIGH	NA-NA	3	2.787	5223/17004	NZ_AHOR02000083.1 Leptospira weilii serovar Topaz str. LT2116 ctg7180000006659, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_001580195.1_genomic.fna.gz	0.6614	0.5453	97.54	97.54	NA-NA	3.000	HIGH	NA-NA	3	3.275	6207/13447	NZ_KQ971061.1 Akkermansia sp. KLE1798 Scaffold14, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_000369565.1_genomic.fna.gz	0.6614	0.6717	97.35	97.35	NA-NA	3.000	HIGH	NA-NA	3	2.819	7056/16203	NZ_KB850087.1 Acinetobacter sp. ANC 3862 acLZf-supercont1.1, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_003053865.1_genomic.fna.gz	0.6614	1.2114	96.23	96.23	NA-NA	3.000	HIGH	NA-NA	3	3.065	9058/29766	NZ_QAYH01000001.1 Mycobacterium sp. YR782 Ga0189714_101, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_002836635.1_genomic.fna.gz	0.6614	0.7254	97.46	97.46	NA-NA	3.000	HIGH	NA-NA	3	3.488	8035/17848	NZ_PJAY01000060.1 Stenotrophomonas sp. Bg11-02 contig1, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_001405375.1_genomic.fna.gz	0.6614	0.3914	97.03	97.03	NA-NA	3.000	HIGH	NA-NA	3	3.320	3751/9545	NZ_CYYP01000001.1 Collinsella aerofaciens strain 2789STDY5608823, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_002843585.1_genomic.fna.gz	0.6614	0.9465	97.25	97.25	NA-NA	3.000	HIGH	NA-NA	3	3.049	9564/22735	NZ_CP025262.1 Pseudomonas sp. 02C 26 chromosome
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_000499185.1_genomic.fna.gz	0.4834	0.2790	96.39	96.05	96.30-96.50	2.193	2.193	1.96-2.41	2	2.518	2706/9452	NZ_AWUO01000001.1 Bifidobacterium sp. A11 contig00001, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_002723485.1_genomic.fna.gz	0.4802	0.3538	96.58	96.23	96.48-96.65	2.178	2.178	2.07-2.37	2	2.769	3647/12010	NZ_NWVW01000010.1 Arcobacter canalis strain F138-33 NODE_10_length_114100_cov_53.6417_ID_3475, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/GB_GCA_002405555.1_genomic.fna.gz	0.4204	0.2351	96.35	95.88	96.23-96.49	1.907	1.907	1.72-2.05	2	2.377	2450/9029	DHMA01000182.1 TPA_asm: Opitutae bacterium UBA4654 UBA4654_contig_100154, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/GB_GCA_002359265.1_genomic.fna.gz	0.4160	0.3510	97.60	97.11	97.54-97.69	1.887	1.887	1.75-1.98	2	2.273	5532/13727	DEMQ01000006.1 TPA_asm: Pusillimonas sp. UBA2666 UBA2666_contig_1091, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/GB_GCA_000755365.1_genomic.fna.gz	0.3177	0.4549	96.90	96.09	96.82-96.97	1.441	1.441	1.37-1.50	2	1.871	6772/23294	BBMQ01000336.1 Vibrio sp. C7 DNA, contig: contig00050, strain: JCM 19233, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_001777155.1_genomic.fna.gz	0.2810	0.3498	97.00	96.01	96.89-97.09	1.275	1.275	1.21-1.33	2	1.808	5782/20405	NZ_MIYM01000010.1 Hydrogenophaga sp. PML113 NODE_10_length_168581_cov_331.498_ID_906, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_000157935.1_genomic.fna.gz	0.2611	0.2428	96.09	95.00	95.96-96.25	1.184	1.184	1.09-1.26	1	1.728	2917/14283	NZ_GG703878.1 Prevotella copri DSM 18205 Scfld26, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/GB_GCA_002390935.1_genomic.fna.gz	0.2549	0.1955	97.09	95.96	96.97-97.22	1.156	1.156	1.08-1.24	1	1.706	3483/12527	DGRC01000008.1 TPA_asm: Peptoclostridium sp. UBA4398 UBA4398_contig_1126, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_002214725.1_genomic.fna.gz	0.2483	0.3583	97.24	96.06	97.16-97.33	1.126	1.126	1.07-1.18	1	1.699	6608/23006	NZ_CP016316.1 Bacillus cereus strain M3, complete sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_003202715.1_genomic.fna.gz	0.2432	0.1439	98.08	96.85	97.91-98.20	1.103	1.103	1.03-1.20	2	1.988	3581/9645	NZ_QGLJ01000001.1 Bifidobacterium asteroides strain ESL0198 Ga0133551_101, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_002734235.1_genomic.fna.gz	0.2402	0.2892	97.86	96.62	97.78-97.94	1.089	1.089	1.05-1.13	1	1.627	6735/19570	NZ_PEBA01000001.1 Sphingobacterium sp. 1.A.5 scaffold_0, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_003044935.1_genomic.fna.gz	0.2350	0.1344	97.36	96.12	97.16-97.51	1.066	1.066	0.99-1.15	1	1.675	2757/9396	NZ_POXP01000001.1 Neisseria subflava strain C2012011976 C2012011976_S31_ctg_494, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_000175315.3_genomic.fna.gz	0.2283	0.1895	97.62	96.30	97.49-97.73	1.035	1.035	0.97-1.09	1	1.807	4161/13405	NZ_KI391966.1 Actinomyces viscosus C505 supercont2.1, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_000426925.1_genomic.fna.gz	0.2229	0.2600	96.22	94.86	96.09-96.38	1.011	1.011	0.93-1.08	1	1.583	3654/18729	NZ_KE384663.1 Dolichospermum circinale AWQC310F 310F_Scaffold1, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_000686765.1_genomic.fna.gz	0.2203	0.4279	96.82	95.68	96.72-96.91	0.999	0.999	0.96-1.05	2	1.780	8077/31764	NZ_KK366012.1 Streptomyces sp. UNC401CLCol BR33DRAFT_scaffold00001.1, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_000177015.3_genomic.fna.gz	0.2123	0.1798	97.32	95.87	97.18-97.48	0.963	0.963	0.89-1.02	1	1.588	3667/13563	NZ_KI391947.1 Ruminococcaceae bacterium D16 acsPy-supercont2.1, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/archaea/RS_GCF_000246985.2_genomic.fna.gz	0.2108	0.1237	96.24	94.81	96.00-96.45	0.956	0.956	0.86-1.05	1	1.519	1835/9585	NC_022084.1 Thermococcus litoralis DSM 5473, complete genome
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_000832025.1_genomic.fna.gz	0.2091	0.2477	96.81	95.33	96.69-96.96	0.948	0.948	0.88-1.00	1	1.584	4370/19226	NZ_JPII01000001.1 Shewanella sp. cp20 Contig_0, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_001069865.1_genomic.fna.gz	0.1988	0.0968	98.16	96.59	97.96-98.39	0.902	0.902	0.80-0.99	2	2.954	2682/7852	NZ_JVSM01000003.1 Streptococcus pseudopneumoniae strain 144_SPSE 117_229_13800, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_900106655.1_genomic.fna.gz	0.1970	0.3733	96.60	95.02	96.52-96.71	0.893	0.893	0.84-0.93	1	1.518	6265/30508	NZ_FNOL01000064.1 Variovorax sp. YR634, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/GB_GCA_002694645.1_genomic.fna.gz	0.1909	0.0446	95.91	94.32	95.53-96.32	0.866	0.866	0.72-1.02	1	1.408	612/3744	NZMV01000002.1 Crocinitomicaceae bacterium isolate IN1000 26327, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/GB_GCA_002709505.1_genomic.fna.gz	0.1877	0.2045	96.75	95.08	96.62-96.92	0.851	0.851	0.78-0.90	1	1.514	3690/17612	PARB01000030.1 Rhodobacteraceae bacterium isolate SP118 144061, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/GB_GCA_003525075.1_genomic.fna.gz	0.1869	0.0812	96.70	95.03	96.45-96.95	0.848	0.848	0.75-0.93	1	1.503	1470/7148	contig_25733
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_000746385.1_genomic.fna.gz	0.1869	0.2885	97.45	95.77	97.34-97.56	0.848	0.848	0.80-0.89	1	1.517	6566/25057	NZ_JQLD01000001.1 Rhizobium sp. YR519 EX11DRAFT_scaffold00001.1_C, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_003053605.1_genomic.fna.gz	0.1731	0.3095	97.22	95.40	97.10-97.33	0.785	0.785	0.74-0.82	1	1.442	6763/29113	NZ_QAXW01000001.1 Pseudomonas sp. GV041 Ga0189749_101, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_900119235.1_genomic.fna.gz	0.1620	0.1795	97.24	95.26	97.10-97.40	0.735	0.735	0.68-0.78	1	1.427	4036/18156	NZ_FPIS01000016.1 Luteibacter sp. UNCMF366Tsu5.1, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_000155855.1_genomic.fna.gz	0.1599	0.1283	95.40	93.44	95.19-95.67	0.725	0.725	0.65-0.78	1	1.354	1564/12826	NZ_DS996928.1 [Bacteroides] pectinophilus ATCC 43243 Scfld_02_8, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_000754225.1_genomic.fna.gz	0.1583	0.1662	98.05	96.02	97.88-98.23	0.718	0.718	0.66-0.76	1	1.403	4788/16875	NZ_JQJA01000001.1 Cobetia amphilecti strain KMM 296 contig00001, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_001593535.1_genomic.fna.gz	0.1513	0.0344	95.94	93.86	95.55-96.31	0.686	0.686	0.59-0.78	1	1.323	527/3763	NZ_LNGI01000001.1 Neorickettsia sp. 179522 N_sp179522.1.0_Cont1, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_001932615.1_genomic.fna.gz	0.1429	0.0813	97.20	94.96	96.95-97.45	0.648	0.648	0.58-0.70	1	1.334	1793/8917	NZ_CP014332.1 Weissella jogaejeotgali strain FOL01 chromosome, complete genome
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_002711365.1_genomic.fna.gz	0.1420	0.2958	97.37	95.24	97.27-97.50	0.644	0.644	0.61-0.67	1	1.339	7437/33746	NZ_AQRG01000001.1 Streptomyces sp. LamerLS-316 B046DRAFT_scaffold_0.1_C, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/GB_GCA_900320995.1_genomic.fna.gz	0.1419	0.0843	95.35	93.14	95.08-95.62	0.644	0.644	0.57-0.70	1	1.347	1064/9645	ONUI01000284.1 uncultured Clostridiales bacterium isolate RUG641 genome assembly, contig: scaffold_149448, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/archaea/RS_GCF_002078355.1_genomic.fna.gz	0.1356	0.0656	95.11	92.82	94.79-95.49	0.615	0.615	0.53-0.69	1	1.310	770/7755	NZ_CP015363.1 Ferroplasma acidiphilum strain Y, complete genome
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_000313955.2_genomic.fna.gz	0.1267	0.1526	97.29	94.79	97.16-97.46	0.575	0.575	0.53-0.60	1	1.303	3754/19744	NZ_AMQZ01000001.1 Lysinibacillus fusiformis ZB2 contig1, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_002252675.1_genomic.fna.gz	0.1263	0.1094	96.13	93.65	95.88-96.35	0.573	0.573	0.52-0.62	1	1.306	1835/14012	NZ_NQKY01000001.1 Synechococcus sp. BO 8801 NODE_1__length_312637_cov_20.9693, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/GB_GCA_002476945.1_genomic.fna.gz	0.1164	0.1462	97.70	95.02	97.57-97.93	0.528	0.528	0.48-0.56	1	1.296	4228/20569	DLNG01000017.1 TPA_asm: Pseudomonas stutzeri isolate UBA7516 UBA7516_contig_1, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_000765155.1_genomic.fna	0.1164	0.1222	96.81	94.23	96.66-97.05	0.528	0.528	0.48-0.56	1	1.260	2709/17115	NZ_JMFZ01000001.1 Pseudomonas sp. HMP271 Pseudomonas_HMP271_contig_1, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_002884815.1_genomic.fna.gz	0.1150	0.0486	97.12	94.43	96.79-97.42	0.521	0.521	0.45-0.59	1	1.845	1160/6855	NZ_PNGX01000001.1 Peptoniphilus lacrimalis strain UMB0663 .21837_8_42.1, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/GB_GCA_000192295.2_genomic.fna.gz	0.1141	0.0934	96.88	94.14	96.65-97.19	0.518	0.518	0.46-0.56	1	1.312	1624/10559	AEYS01000376.1 Thermoanaerobacter ethanolicus JW 200 ctg527, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_000156615.2_genomic.fna.gz	0.1118	0.0770	97.70	94.89	97.51-97.96	0.507	0.507	0.46-0.54	1	1.277	2135/10853	NZ_GL542874.1 Corynebacterium pseudogenitalium ATCC 33035 SCAFFOLD1, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_003057575.1_genomic.fna.gz	0.1102	0.2279	97.83	94.98	97.68-97.99	0.500	0.500	0.47-0.53	1	1.282	6827/33653	NZ_PYHP01000001.1 Paenibacillus elgii strain AC13 contig00001, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_000805695.1_genomic.fna.gz	0.1095	0.1077	97.07	94.23	96.88-97.30	0.497	0.497	0.45-0.53	1	1.281	2491/15716	NZ_JSYQ01000001.1 Empedobacter falsenii strain 282 contig_1, whole genome shotgun sequence
species96/species96_10_R1.fq.gz	release89/bacteria/RS_GCF_001631935.1_genomic.fna.gz	0.1069	0.0874	97.68	94.77	97.50-97.96	0.485	0.485	0.43-0.51	1	1.267	2485/13157	NZ_LVHV01000001.1 Synechococcus sp. MIT S9509 MITS9509_contig000001, whole genome shotgun sequence
